Datetime,Site,Energy_Type,Energy_Generated_MWh,Capacity_Utilization_%,Temperature_C,Cloud_Cover_%,Wind_Speed_m_s,Day_Type,Season
2023-05-04 18:30:00,Site_A,Solar,56.64,56.64,28.45,48.25,,Weekday,Spring
2023-05-04 16:45:00,Site_A,Wind,32.64,32.64,10.21,,8.43,Weekday,Spring
2023-05-04 17:45:00,Site_B,Solar,28.09,28.09,23.63,94.03,,Weekday,Spring
2023-05-04 06:30:00,Site_B,Wind,19.21,19.21,14.9,,7.72,Weekday,Spring
2023-05-04 15:15:00,Site_C,Solar,56.66,56.66,25.75,29.37,,Weekday,Spring
2023-05-04 12:15:00,Site_C,Wind,50.93,50.93,15.68,,9.3,Weekday,Spring
2023-05-05 09:45:00,Site_A,Solar,60.42,60.42,27.18,41.57,,Weekday,Spring
2023-05-05 16:15:00,Site_A,Wind,53.37,53.37,20.91,,10.79,Weekday,Spring
2023-05-05 12:45:00,Site_B,Solar,35.25,35.25,26.96,78.7,,Weekday,Spring
2023-05-05 12:00:00,Site_B,Wind,47.84,47.84,18.18,,8.66,Weekday,Spring
2023-05-05 14:30:00,Site_C,Solar,38.87,38.87,17.09,54.6,,Weekday,Spring
2023-05-05 14:00:00,Site_C,Wind,32.45,32.45,15.35,,6.06,Weekday,Spring
2023-05-06 07:00:00,Site_A,Solar,33.41,33.41,27.4,54.7,,Weekend,Spring
2023-05-06 06:00:00,Site_A,Wind,29.98,29.98,20.1,,6.21,Weekend,Spring
2023-05-06 18:30:00,Site_B,Solar,77.57,77.57,21.54,5.33,,Weekend,Spring
2023-05-06 08:45:00,Site_B,Wind,62.55,62.55,10.39,,9.45,Weekend,Spring
2023-05-06 12:30:00,Site_C,Solar,50.1,50.1,22.13,39.86,,Weekend,Spring
2023-05-06 18:45:00,Site_C,Wind,30.06,30.06,18.75,,6.07,Weekend,Spring
2023-05-07 12:00:00,Site_A,Solar,78.34,78.34,30.17,27.07,,Weekend,Spring
2023-05-07 06:45:00,Site_A,Wind,46.48,46.48,12.15,,8.4,Weekend,Spring
2023-05-07 07:15:00,Site_B,Solar,19.71,19.71,29.54,99.93,,Weekend,Spring
2023-05-07 16:00:00,Site_B,Wind,44.25,44.25,15.86,,7.31,Weekend,Spring
2023-05-07 14:30:00,Site_C,Solar,58.83,58.83,24.38,30.84,,Weekend,Spring
2023-05-07 07:00:00,Site_C,Wind,43.1,43.1,13.52,,5.86,Weekend,Spring
2023-05-08 10:45:00,Site_A,Solar,30.03,30.03,28.73,88.45,,Weekday,Spring
2023-05-08 14:45:00,Site_A,Wind,35.29,35.29,17.28,,9.66,Weekday,Spring
2023-05-08 13:15:00,Site_B,Solar,46.02,46.02,36.38,67.62,,Weekday,Spring
2023-05-08 18:15:00,Site_B,Wind,29.79,29.79,9.03,,9.41,Weekday,Spring
2023-05-08 09:15:00,Site_C,Solar,67.71,67.71,27.59,34.09,,Weekday,Spring
2023-05-08 11:45:00,Site_C,Wind,30.96,30.96,11.3,,5.29,Weekday,Spring
2023-05-09 12:00:00,Site_A,Solar,40.3,40.3,20.65,54.35,,Weekday,Spring
2023-05-09 07:00:00,Site_A,Wind,54.4,54.4,14.92,,8.96,Weekday,Spring
2023-05-09 10:00:00,Site_B,Solar,26.44,26.44,25.69,84.05,,Weekday,Spring
2023-05-09 17:30:00,Site_B,Wind,64.34,64.34,35.43,,8.67,Weekday,Spring
2023-05-09 16:30:00,Site_C,Solar,16.24,16.24,24.08,88.34,,Weekday,Spring
2023-05-09 09:30:00,Site_C,Wind,53.48,53.48,7.09,,9.67,Weekday,Spring
2023-05-10 11:45:00,Site_A,Solar,73.15,73.15,26.37,16.04,,Weekday,Spring
2023-05-10 18:00:00,Site_A,Wind,36.23,36.23,0.48,,8.33,Weekday,Spring
2023-05-10 11:15:00,Site_B,Solar,59.9,59.9,24.54,33.96,,Weekday,Spring
2023-05-10 18:30:00,Site_B,Wind,57.19,57.19,15.11,,10.85,Weekday,Spring
2023-05-10 16:30:00,Site_C,Solar,65.8,65.8,28.97,33.52,,Weekday,Spring
2023-05-10 14:45:00,Site_C,Wind,44.17,44.17,21.82,,7.75,Weekday,Spring
2023-05-11 15:00:00,Site_A,Solar,82.57,82.57,22.48,4.2,,Weekday,Spring
2023-05-11 12:30:00,Site_A,Wind,48.91,48.91,13.95,,7.46,Weekday,Spring
2023-05-11 06:30:00,Site_B,Solar,33.29,33.29,21.17,59.82,,Weekday,Spring
2023-05-11 10:15:00,Site_B,Wind,17.79,17.79,7.1,,6.05,Weekday,Spring
2023-05-11 17:30:00,Site_C,Solar,26.38,26.38,26.55,85.48,,Weekday,Spring
2023-05-11 11:15:00,Site_C,Wind,24.3,24.3,6.08,,6.13,Weekday,Spring
2023-05-12 10:15:00,Site_A,Solar,60.59,60.59,22.93,38.16,,Weekday,Spring
2023-05-12 14:00:00,Site_A,Wind,21.21,21.21,8.03,,5.95,Weekday,Spring
2023-05-12 06:00:00,Site_B,Solar,33.2,33.2,27.75,74.0,,Weekday,Spring
2023-05-12 14:15:00,Site_B,Wind,39.54,39.54,27.61,,8.44,Weekday,Spring
2023-05-12 13:00:00,Site_C,Solar,43.38,43.38,18.49,62.77,,Weekday,Spring
2023-05-12 12:15:00,Site_C,Wind,54.16,54.16,2.03,,7.46,Weekday,Spring
2023-05-13 11:00:00,Site_A,Solar,52.38,52.38,24.38,37.56,,Weekend,Spring
2023-05-13 07:30:00,Site_A,Wind,25.73,25.73,15.11,,8.66,Weekend,Spring
2023-05-13 09:15:00,Site_B,Solar,73.34,73.34,26.09,14.11,,Weekend,Spring
2023-05-13 11:00:00,Site_B,Wind,27.6,27.6,11.88,,5.58,Weekend,Spring
2023-05-13 12:45:00,Site_C,Solar,34.14,34.14,24.0,70.93,,Weekend,Spring
2023-05-13 12:30:00,Site_C,Wind,30.78,30.78,17.57,,6.29,Weekend,Spring
2023-05-14 09:30:00,Site_A,Solar,34.46,34.46,30.2,85.46,,Weekend,Spring
2023-05-14 13:00:00,Site_A,Wind,28.03,28.03,1.31,,6.25,Weekend,Spring
2023-05-14 07:00:00,Site_B,Solar,36.21,36.21,23.16,68.59,,Weekend,Spring
2023-05-14 17:15:00,Site_B,Wind,66.86,66.86,16.5,,12.34,Weekend,Spring
2023-05-14 14:15:00,Site_C,Solar,80.25,80.25,20.41,1.79,,Weekend,Spring
2023-05-14 06:30:00,Site_C,Wind,43.76,43.76,27.12,,7.67,Weekend,Spring
2023-05-15 07:45:00,Site_A,Solar,58.15,58.15,21.82,21.62,,Weekday,Spring
2023-05-15 15:45:00,Site_A,Wind,40.27,40.27,14.71,,7.87,Weekday,Spring
2023-05-15 18:00:00,Site_B,Solar,84.06,84.06,27.78,6.95,,Weekday,Spring
2023-05-15 17:00:00,Site_B,Wind,37.93,37.93,10.86,,7.85,Weekday,Spring
2023-05-15 11:00:00,Site_C,Solar,32.85,32.85,15.77,57.04,,Weekday,Spring
2023-05-15 13:30:00,Site_C,Wind,59.24,59.24,12.0,,11.11,Weekday,Spring
2023-05-16 17:00:00,Site_A,Solar,37.81,37.81,30.15,75.65,,Weekday,Spring
2023-05-16 14:00:00,Site_A,Wind,23.43,23.43,12.64,,4.77,Weekday,Spring
2023-05-16 08:00:00,Site_B,Solar,71.39,71.39,20.77,11.06,,Weekday,Spring
2023-05-16 13:45:00,Site_B,Wind,37.09,37.09,21.48,,7.88,Weekday,Spring
2023-05-16 17:00:00,Site_C,Solar,20.84,20.84,23.35,83.83,,Weekday,Spring
2023-05-16 11:45:00,Site_C,Wind,19.95,19.95,11.43,,4.75,Weekday,Spring
2023-05-17 14:45:00,Site_A,Solar,42.17,42.17,25.75,55.55,,Weekday,Spring
2023-05-17 15:00:00,Site_A,Wind,13.1,13.1,20.4,,3.24,Weekday,Spring
2023-05-17 17:00:00,Site_B,Solar,50.43,50.43,36.91,69.0,,Weekday,Spring
2023-05-17 09:30:00,Site_B,Wind,39.21,39.21,20.79,,6.53,Weekday,Spring
2023-05-17 10:15:00,Site_C,Solar,22.55,22.55,30.8,97.14,,Weekday,Spring
2023-05-17 11:15:00,Site_C,Wind,43.47,43.47,11.46,,8.82,Weekday,Spring
2023-05-18 07:45:00,Site_A,Solar,74.73,74.73,19.87,8.37,,Weekday,Spring
2023-05-18 17:00:00,Site_A,Wind,39.87,39.87,15.44,,6.4,Weekday,Spring
2023-05-18 12:00:00,Site_B,Solar,21.33,21.33,25.54,90.12,,Weekday,Spring
2023-05-18 11:30:00,Site_B,Wind,47.65,47.65,7.45,,8.79,Weekday,Spring
2023-05-18 12:00:00,Site_C,Solar,77.15,77.15,24.12,12.61,,Weekday,Spring
2023-05-18 17:45:00,Site_C,Wind,36.06,36.06,17.8,,8.21,Weekday,Spring
2023-05-19 09:00:00,Site_A,Solar,62.82,62.82,26.8,39.3,,Weekday,Spring
2023-05-19 08:15:00,Site_A,Wind,22.02,22.02,18.53,,7.72,Weekday,Spring
2023-05-19 17:15:00,Site_B,Solar,32.16,32.16,26.45,85.14,,Weekday,Spring
2023-05-19 16:45:00,Site_B,Wind,43.1,43.1,11.45,,10.53,Weekday,Spring
2023-05-19 13:30:00,Site_C,Solar,18.29,18.29,22.43,90.63,,Weekday,Spring
2023-05-19 08:30:00,Site_C,Wind,40.68,40.68,6.61,,6.81,Weekday,Spring
2023-05-20 14:15:00,Site_A,Solar,56.34,56.34,33.92,50.64,,Weekend,Spring
2023-05-20 08:15:00,Site_A,Wind,45.67,45.67,15.09,,8.76,Weekend,Spring
2023-05-20 16:15:00,Site_B,Solar,46.52,46.52,23.88,59.41,,Weekend,Spring
2023-05-20 09:15:00,Site_B,Wind,36.74,36.74,8.5,,4.39,Weekend,Spring
2023-05-20 07:45:00,Site_C,Solar,50.04,50.04,39.68,70.81,,Weekend,Spring
2023-05-20 17:30:00,Site_C,Wind,42.44,42.44,7.49,,8.2,Weekend,Spring
2023-05-21 10:30:00,Site_A,Solar,24.77,24.77,22.86,83.28,,Weekend,Spring
2023-05-21 15:45:00,Site_A,Wind,35.68,35.68,17.91,,7.49,Weekend,Spring
2023-05-21 10:00:00,Site_B,Solar,72.77,72.77,28.0,12.15,,Weekend,Spring
2023-05-21 17:30:00,Site_B,Wind,19.23,19.23,21.71,,5.64,Weekend,Spring
2023-05-21 06:45:00,Site_C,Solar,37.26,37.26,34.04,81.01,,Weekend,Spring
2023-05-21 16:15:00,Site_C,Wind,46.73,46.73,18.54,,8.8,Weekend,Spring
2023-05-22 08:00:00,Site_A,Solar,52.34,52.34,19.72,48.13,,Weekday,Spring
2023-05-22 07:45:00,Site_A,Wind,30.92,30.92,13.2,,6.52,Weekday,Spring
2023-05-22 12:15:00,Site_B,Solar,62.64,62.64,26.54,45.06,,Weekday,Spring
2023-05-22 14:45:00,Site_B,Wind,47.66,47.66,29.48,,11.46,Weekday,Spring
2023-05-22 06:45:00,Site_C,Solar,49.39,49.39,18.01,42.39,,Weekday,Spring
2023-05-22 12:30:00,Site_C,Wind,13.51,13.51,23.42,,3.13,Weekday,Spring
2023-05-23 17:00:00,Site_A,Solar,43.69,43.69,25.9,50.92,,Weekday,Spring
2023-05-23 10:00:00,Site_A,Wind,28.96,28.96,20.86,,8.5,Weekday,Spring
2023-05-23 08:45:00,Site_B,Solar,16.16,16.16,24.49,94.51,,Weekday,Spring
2023-05-23 13:00:00,Site_B,Wind,37.57,37.57,9.1,,8.09,Weekday,Spring
2023-05-23 09:45:00,Site_C,Solar,45.94,45.94,28.75,54.82,,Weekday,Spring
2023-05-23 06:00:00,Site_C,Wind,43.29,43.29,19.58,,7.44,Weekday,Spring
2023-05-24 13:30:00,Site_A,Solar,21.11,21.11,29.86,95.32,,Weekday,Spring
2023-05-24 13:45:00,Site_A,Wind,26.81,26.81,14.91,,6.94,Weekday,Spring
2023-05-24 09:15:00,Site_B,Solar,68.2,68.2,22.0,18.03,,Weekday,Spring
2023-05-24 16:15:00,Site_B,Wind,35.65,35.65,4.09,,8.14,Weekday,Spring
2023-05-24 07:45:00,Site_C,Solar,46.65,46.65,29.1,72.41,,Weekday,Spring
2023-05-24 11:45:00,Site_C,Wind,48.08,48.08,17.97,,10.12,Weekday,Spring
2023-05-25 13:30:00,Site_A,Solar,18.73,18.73,20.17,81.22,,Weekday,Spring
2023-05-25 12:30:00,Site_A,Wind,36.46,36.46,11.23,,4.66,Weekday,Spring
2023-05-25 17:15:00,Site_B,Solar,38.76,38.76,22.67,67.91,,Weekday,Spring
2023-05-25 15:30:00,Site_B,Wind,32.8,32.8,4.62,,6.39,Weekday,Spring
2023-05-25 09:00:00,Site_C,Solar,34.45,34.45,20.91,60.69,,Weekday,Spring
2023-05-25 06:45:00,Site_C,Wind,35.63,35.63,7.06,,5.9,Weekday,Spring
2023-05-26 10:00:00,Site_A,Solar,36.09,36.09,22.94,56.48,,Weekday,Spring
2023-05-26 06:30:00,Site_A,Wind,34.6,34.6,9.83,,5.81,Weekday,Spring
2023-05-26 11:15:00,Site_B,Solar,17.85,17.85,16.86,86.09,,Weekday,Spring
2023-05-26 12:30:00,Site_B,Wind,51.37,51.37,29.16,,8.69,Weekday,Spring
2023-05-26 06:45:00,Site_C,Solar,21.95,21.95,31.26,82.16,,Weekday,Spring
2023-05-26 09:00:00,Site_C,Wind,38.54,38.54,9.55,,9.18,Weekday,Spring
2023-05-27 14:30:00,Site_A,Solar,72.8,72.8,26.36,12.23,,Weekend,Spring
2023-05-27 16:15:00,Site_A,Wind,41.71,41.71,17.92,,10.13,Weekend,Spring
2023-05-27 06:15:00,Site_B,Solar,33.68,33.68,30.96,84.86,,Weekend,Spring
2023-05-27 08:15:00,Site_B,Wind,43.69,43.69,9.27,,9.21,Weekend,Spring
2023-05-27 15:30:00,Site_C,Solar,57.12,57.12,30.46,41.41,,Weekend,Spring
2023-05-27 17:00:00,Site_C,Wind,38.03,38.03,11.16,,9.37,Weekend,Spring
2023-05-28 14:15:00,Site_A,Solar,55.76,55.76,18.32,25.37,,Weekend,Spring
2023-05-28 09:45:00,Site_A,Wind,32.83,32.83,20.07,,5.18,Weekend,Spring
2023-05-28 16:30:00,Site_B,Solar,30.23,30.23,31.45,86.98,,Weekend,Spring
2023-05-28 14:30:00,Site_B,Wind,61.5,61.5,33.12,,10.97,Weekend,Spring
2023-05-28 15:45:00,Site_C,Solar,62.08,62.08,19.0,43.2,,Weekend,Spring
2023-05-28 17:30:00,Site_C,Wind,37.76,37.76,19.89,,7.58,Weekend,Spring
2023-05-29 08:30:00,Site_A,Solar,19.28,19.28,22.95,80.84,,Weekday,Spring
2023-05-29 10:00:00,Site_A,Wind,49.25,49.25,20.48,,10.07,Weekday,Spring
2023-05-29 15:00:00,Site_B,Solar,68.61,68.61,17.65,26.34,,Weekday,Spring
2023-05-29 17:00:00,Site_B,Wind,34.94,34.94,6.16,,5.25,Weekday,Spring
2023-05-29 14:00:00,Site_C,Solar,77.62,77.62,21.12,0.39,,Weekday,Spring
2023-05-29 11:30:00,Site_C,Wind,35.17,35.17,15.55,,7.52,Weekday,Spring
2023-05-30 16:30:00,Site_A,Solar,50.98,50.98,21.79,49.55,,Weekday,Spring
2023-05-30 15:45:00,Site_A,Wind,53.29,53.29,19.61,,9.89,Weekday,Spring
2023-05-30 14:15:00,Site_B,Solar,87.04,87.04,30.13,10.02,,Weekday,Spring
2023-05-30 13:15:00,Site_B,Wind,38.39,38.39,19.2,,8.06,Weekday,Spring
2023-05-30 15:45:00,Site_C,Solar,42.22,42.22,33.09,75.44,,Weekday,Spring
2023-05-30 18:30:00,Site_C,Wind,30.01,30.01,17.91,,6.49,Weekday,Spring
2023-05-31 07:45:00,Site_A,Solar,66.56,66.56,18.92,27.61,,Weekday,Spring
2023-05-31 07:30:00,Site_A,Wind,40.89,40.89,24.54,,10.62,Weekday,Spring
2023-05-31 12:30:00,Site_B,Solar,43.3,43.3,21.97,44.36,,Weekday,Spring
2023-05-31 14:30:00,Site_B,Wind,22.58,22.58,21.37,,5.66,Weekday,Spring
2023-05-31 10:00:00,Site_C,Solar,83.39,83.39,32.87,8.7,,Weekday,Spring
2023-05-31 12:45:00,Site_C,Wind,27.59,27.59,18.2,,7.96,Weekday,Spring
2023-06-01 07:00:00,Site_A,Solar,48.92,48.92,17.52,28.67,,Weekday,Summer
2023-06-01 10:00:00,Site_A,Wind,54.95,54.95,8.57,,9.28,Weekday,Summer
2023-06-01 07:00:00,Site_B,Solar,36.07,36.07,31.61,78.15,,Weekday,Summer
2023-06-01 09:45:00,Site_B,Wind,59.01,59.01,13.82,,12.19,Weekday,Summer
2023-06-01 06:15:00,Site_C,Solar,75.07,75.07,25.4,15.16,,Weekday,Summer
2023-06-01 12:15:00,Site_C,Wind,48.19,48.19,20.31,,7.08,Weekday,Summer
2023-06-02 16:30:00,Site_A,Solar,43.76,43.76,28.48,64.72,,Weekday,Summer
2023-06-02 18:45:00,Site_A,Wind,36.36,36.36,16.95,,7.45,Weekday,Summer
2023-06-02 14:30:00,Site_B,Solar,16.55,16.55,23.96,91.74,,Weekday,Summer
2023-06-02 18:30:00,Site_B,Wind,40.34,40.34,12.81,,7.11,Weekday,Summer
2023-06-02 18:45:00,Site_C,Solar,41.38,41.38,29.29,67.98,,Weekday,Summer
2023-06-02 17:15:00,Site_C,Wind,55.62,55.62,18.87,,8.48,Weekday,Summer
2023-06-03 12:30:00,Site_A,Solar,26.14,26.14,23.71,81.1,,Weekend,Summer
2023-06-03 06:15:00,Site_A,Wind,53.96,53.96,22.57,,9.18,Weekend,Summer
2023-06-03 14:15:00,Site_B,Solar,73.16,73.16,24.35,10.9,,Weekend,Summer
2023-06-03 14:45:00,Site_B,Wind,45.18,45.18,9.04,,10.19,Weekend,Summer
2023-06-03 07:45:00,Site_C,Solar,54.53,54.53,21.21,25.07,,Weekend,Summer
2023-06-03 15:00:00,Site_C,Wind,53.91,53.91,8.15,,9.51,Weekend,Summer
2023-06-04 07:00:00,Site_A,Solar,20.83,20.83,23.64,89.45,,Weekend,Summer
2023-06-04 07:00:00,Site_A,Wind,40.17,40.17,23.64,,7.01,Weekend,Summer
2023-06-04 18:00:00,Site_B,Solar,39.39,39.39,20.97,71.51,,Weekend,Summer
2023-06-04 13:30:00,Site_B,Wind,41.38,41.38,16.32,,9.63,Weekend,Summer
2023-06-04 08:30:00,Site_C,Solar,31.96,31.96,21.72,63.96,,Weekend,Summer
2023-06-04 15:15:00,Site_C,Wind,34.6,34.6,13.18,,8.18,Weekend,Summer
2023-06-05 12:15:00,Site_A,Solar,20.47,20.47,17.45,66.38,,Weekday,Summer
2023-06-05 14:15:00,Site_A,Wind,45.9,45.9,13.46,,9.49,Weekday,Summer
2023-06-05 13:30:00,Site_B,Solar,59.46,59.46,24.03,41.42,,Weekday,Summer
2023-06-05 11:30:00,Site_B,Wind,48.39,48.39,18.78,,9.6,Weekday,Summer
2023-06-05 09:15:00,Site_C,Solar,75.14,75.14,26.12,4.46,,Weekday,Summer
2023-06-05 11:45:00,Site_C,Wind,53.44,53.44,6.61,,11.26,Weekday,Summer
2023-06-06 15:30:00,Site_A,Solar,36.14,36.14,30.42,78.44,,Weekday,Summer
2023-06-06 13:00:00,Site_A,Wind,44.15,44.15,16.47,,7.29,Weekday,Summer
2023-06-06 16:15:00,Site_B,Solar,42.46,42.46,25.99,67.87,,Weekday,Summer
2023-06-06 16:45:00,Site_B,Wind,31.79,31.79,14.94,,6.91,Weekday,Summer
2023-06-06 18:15:00,Site_C,Solar,47.58,47.58,22.41,47.28,,Weekday,Summer
2023-06-06 15:00:00,Site_C,Wind,49.2,49.2,16.52,,8.89,Weekday,Summer
2023-06-07 18:30:00,Site_A,Solar,21.43,21.43,27.38,89.98,,Weekday,Summer
2023-06-07 15:30:00,Site_A,Wind,58.69,58.69,2.77,,10.37,Weekday,Summer
2023-06-07 08:30:00,Site_B,Solar,55.48,55.48,22.31,33.62,,Weekday,Summer
2023-06-07 08:15:00,Site_B,Wind,53.01,53.01,13.22,,8.12,Weekday,Summer
2023-06-07 17:00:00,Site_C,Solar,66.86,66.86,26.28,29.43,,Weekday,Summer
2023-06-07 08:15:00,Site_C,Wind,36.82,36.82,23.35,,10.5,Weekday,Summer
2023-06-08 11:15:00,Site_A,Solar,23.25,23.25,21.14,87.28,,Weekday,Summer
2023-06-08 15:30:00,Site_A,Wind,48.94,48.94,11.51,,9.38,Weekday,Summer
2023-06-08 06:15:00,Site_B,Solar,29.08,29.08,22.44,79.7,,Weekday,Summer
2023-06-08 18:00:00,Site_B,Wind,56.02,56.02,9.39,,7.6,Weekday,Summer
2023-06-08 14:45:00,Site_C,Solar,45.9,45.9,23.26,51.5,,Weekday,Summer
2023-06-08 11:15:00,Site_C,Wind,33.23,33.23,20.4,,9.13,Weekday,Summer
2023-06-09 15:00:00,Site_A,Solar,76.92,76.92,19.73,13.07,,Weekday,Summer
2023-06-09 07:15:00,Site_A,Wind,21.41,21.41,17.99,,7.13,Weekday,Summer
2023-06-09 14:15:00,Site_B,Solar,57.7,57.7,16.49,21.51,,Weekday,Summer
2023-06-09 17:30:00,Site_B,Wind,42.74,42.74,11.07,,8.48,Weekday,Summer
2023-06-09 08:30:00,Site_C,Solar,32.92,32.92,23.35,65.62,,Weekday,Summer
2023-06-09 06:15:00,Site_C,Wind,28.74,28.74,26.72,,5.85,Weekday,Summer
2023-06-10 12:15:00,Site_A,Solar,56.0,56.0,23.63,38.5,,Weekend,Summer
2023-06-10 18:30:00,Site_A,Wind,51.59,51.59,-0.41,,7.86,Weekend,Summer
2023-06-10 07:15:00,Site_B,Solar,4.35,4.35,15.01,83.65,,Weekend,Summer
2023-06-10 09:30:00,Site_B,Wind,50.7,50.7,15.24,,10.0,Weekend,Summer
2023-06-10 12:45:00,Site_C,Solar,16.97,16.97,28.07,95.0,,Weekend,Summer
2023-06-10 12:30:00,Site_C,Wind,43.15,43.15,17.63,,9.53,Weekend,Summer
2023-06-11 09:30:00,Site_A,Solar,32.85,32.85,25.84,80.56,,Weekend,Summer
2023-06-11 12:00:00,Site_A,Wind,50.34,50.34,23.14,,9.24,Weekend,Summer
2023-06-11 09:15:00,Site_B,Solar,57.59,57.59,22.3,37.75,,Weekend,Summer
2023-06-11 12:15:00,Site_B,Wind,32.79,32.79,21.26,,8.57,Weekend,Summer
2023-06-11 08:00:00,Site_C,Solar,27.56,27.56,16.84,78.87,,Weekend,Summer
2023-06-11 17:15:00,Site_C,Wind,34.59,34.59,8.67,,8.32,Weekend,Summer
2023-06-12 06:15:00,Site_A,Solar,58.29,58.29,15.96,35.14,,Weekday,Summer
2023-06-12 10:30:00,Site_A,Wind,22.15,22.15,13.08,,5.47,Weekday,Summer
2023-06-12 14:30:00,Site_B,Solar,78.23,78.23,24.77,16.71,,Weekday,Summer
2023-06-12 09:00:00,Site_B,Wind,38.76,38.76,15.8,,7.59,Weekday,Summer
2023-06-12 18:15:00,Site_C,Solar,74.6,74.6,25.31,3.34,,Weekday,Summer
2023-06-12 10:15:00,Site_C,Wind,39.01,39.01,8.51,,8.37,Weekday,Summer
2023-06-13 06:45:00,Site_A,Solar,65.56,65.56,24.05,38.57,,Weekday,Summer
2023-06-13 17:45:00,Site_A,Wind,35.34,35.34,4.52,,5.75,Weekday,Summer
2023-06-13 11:15:00,Site_B,Solar,26.39,26.39,31.82,90.36,,Weekday,Summer
2023-06-13 12:15:00,Site_B,Wind,32.93,32.93,12.87,,4.5,Weekday,Summer
2023-06-13 15:45:00,Site_C,Solar,67.24,67.24,22.56,23.9,,Weekday,Summer
2023-06-13 18:15:00,Site_C,Wind,64.44,64.44,26.12,,10.26,Weekday,Summer
2023-06-14 12:00:00,Site_A,Solar,63.94,63.94,18.79,20.65,,Weekday,Summer
2023-06-14 10:00:00,Site_A,Wind,38.17,38.17,7.12,,8.1,Weekday,Summer
2023-06-14 06:00:00,Site_B,Solar,16.57,16.57,19.52,96.98,,Weekday,Summer
2023-06-14 10:15:00,Site_B,Wind,44.12,44.12,14.52,,8.42,Weekday,Summer
2023-06-14 18:00:00,Site_C,Solar,88.2,88.2,27.16,2.5,,Weekday,Summer
2023-06-14 16:30:00,Site_C,Wind,38.65,38.65,20.18,,9.11,Weekday,Summer
2023-06-15 18:15:00,Site_A,Solar,48.71,48.71,37.86,78.58,,Weekday,Summer
2023-06-15 08:00:00,Site_A,Wind,38.06,38.06,-0.75,,6.04,Weekday,Summer
2023-06-15 11:45:00,Site_B,Solar,72.3,72.3,28.04,32.14,,Weekday,Summer
2023-06-15 11:30:00,Site_B,Wind,25.07,25.07,11.1,,7.19,Weekday,Summer
2023-06-15 08:30:00,Site_C,Solar,73.63,73.63,22.07,3.75,,Weekday,Summer
2023-06-15 06:00:00,Site_C,Wind,49.08,49.08,10.66,,11.01,Weekday,Summer
2023-06-16 18:30:00,Site_A,Solar,15.02,15.02,20.46,91.78,,Weekday,Summer
2023-06-16 10:30:00,Site_A,Wind,24.44,24.44,26.79,,7.02,Weekday,Summer
2023-06-16 09:15:00,Site_B,Solar,82.62,82.62,29.21,13.96,,Weekday,Summer
2023-06-16 17:00:00,Site_B,Wind,33.84,33.84,15.16,,7.47,Weekday,Summer
2023-06-16 07:15:00,Site_C,Solar,59.41,59.41,31.76,55.18,,Weekday,Summer
2023-06-16 13:15:00,Site_C,Wind,50.09,50.09,4.41,,6.66,Weekday,Summer
2023-06-17 18:15:00,Site_A,Solar,56.19,56.19,18.35,27.41,,Weekend,Summer
2023-06-17 09:00:00,Site_A,Wind,26.46,26.46,-0.25,,6.52,Weekend,Summer
2023-06-17 09:30:00,Site_B,Solar,80.67,80.67,21.5,6.52,,Weekend,Summer
2023-06-17 16:00:00,Site_B,Wind,51.83,51.83,16.13,,10.21,Weekend,Summer
2023-06-17 18:15:00,Site_C,Solar,83.87,83.87,25.51,4.99,,Weekend,Summer
2023-06-17 13:30:00,Site_C,Wind,25.89,25.89,16.05,,3.05,Weekend,Summer
2023-06-18 15:30:00,Site_A,Solar,68.49,68.49,17.94,11.56,,Weekend,Summer
2023-06-18 15:15:00,Site_A,Wind,26.92,26.92,20.62,,7.09,Weekend,Summer
2023-06-18 08:15:00,Site_B,Solar,75.05,75.05,26.2,7.14,,Weekend,Summer
2023-06-18 12:00:00,Site_B,Wind,40.83,40.83,20.13,,8.45,Weekend,Summer
2023-06-18 15:30:00,Site_C,Solar,20.54,20.54,15.54,76.06,,Weekend,Summer
2023-06-18 08:45:00,Site_C,Wind,63.87,63.87,17.18,,11.39,Weekend,Summer
2023-06-19 17:15:00,Site_A,Solar,52.03,52.03,19.06,48.56,,Weekday,Summer
2023-06-19 16:15:00,Site_A,Wind,39.76,39.76,12.22,,5.73,Weekday,Summer
2023-06-19 15:00:00,Site_B,Solar,60.16,60.16,27.67,34.29,,Weekday,Summer
2023-06-19 13:00:00,Site_B,Wind,20.52,20.52,15.64,,5.39,Weekday,Summer
2023-06-19 10:15:00,Site_C,Solar,42.38,42.38,20.74,41.84,,Weekday,Summer
2023-06-19 07:30:00,Site_C,Wind,31.42,31.42,15.04,,6.28,Weekday,Summer
2023-06-20 10:45:00,Site_A,Solar,16.74,16.74,17.34,92.89,,Weekday,Summer
2023-06-20 10:30:00,Site_A,Wind,41.35,41.35,23.05,,9.4,Weekday,Summer
2023-06-20 14:00:00,Site_B,Solar,12.81,12.81,23.97,91.08,,Weekday,Summer
2023-06-20 18:30:00,Site_B,Wind,56.34,56.34,22.83,,8.25,Weekday,Summer
2023-06-20 18:15:00,Site_C,Solar,28.75,28.75,22.37,71.57,,Weekday,Summer
2023-06-20 10:15:00,Site_C,Wind,24.65,24.65,11.33,,5.11,Weekday,Summer
2023-06-21 18:15:00,Site_A,Solar,16.92,16.92,21.18,88.47,,Weekday,Summer
