datetime,year,month,day,hour,day_of_week,site,energy_type,energy_generated_mwh,capacity_utilization_%,temperature_c,cloud_cover_%,wind_speed_m_s,day_type,season
2023-04-07 07:45:00,2023,4,7,7,Friday,Site_C,Solar,75.4,75.4,20.3,11.96,0.0,Weekday,Spring
2023-04-07 14:00:00,2023,4,7,14,Friday,Site_B,Solar,62.57,62.57,21.72,39.86,0.0,Weekday,Spring
2023-04-07 16:15:00,2023,4,7,16,Friday,Site_C,Wind,43.67,43.67,22.83,45.230000000000004,7.69,Weekday,Spring
2023-04-07 18:15:00,2023,4,7,18,Friday,Site_A,Solar,37.31,37.31,24.38,50.6,0.0,Weekday,Spring
2023-04-08 09:30:00,2023,4,8,9,Saturday,Site_A,Solar,51.79,51.79,23.53,41.67,0.0,Weekend,Spring
2023-04-08 09:45:00,2023,4,8,9,Saturday,Site_C,Wind,45.29,45.29,0.4,24.475,9.89,Weekend,Spring
2023-04-08 11:30:00,2023,4,8,11,Saturday,Site_B,Solar,93.45,93.45,32.64,7.28,0.0,Weekend,Spring
2023-04-08 11:45:00,2023,4,8,11,Saturday,Site_B,Wind,28.1,28.1,14.43,8.58,3.9,Weekend,Spring
2023-04-08 15:30:00,2023,4,8,15,Saturday,Site_C,Solar,75.3,75.3,19.96,9.88,0.0,Weekend,Spring
2023-04-08 16:00:00,2023,4,8,16,Saturday,Site_A,Wind,35.75,35.75,25.17,16.766666666666666,8.33,Weekend,Spring
2023-04-09 08:00:00,2023,4,9,8,Sunday,Site_A,Wind,32.11,32.11,5.38,23.653333333333332,7.76,Weekend,Spring
2023-04-09 08:30:00,2023,4,9,8,Sunday,Site_B,Solar,77.62,77.62,31.89,30.54,0.0,Weekend,Spring
2023-04-09 10:00:00,2023,4,9,10,Sunday,Site_B,Wind,62.86,62.86,15.81,36.065,9.96,Weekend,Spring
2023-04-09 10:45:00,2023,4,9,10,Sunday,Site_A,Solar,53.97,53.97,17.64,41.59,0.0,Weekend,Spring
2023-04-09 11:45:00,2023,4,9,11,Sunday,Site_C,Solar,28.07,28.07,26.95,92.55,0.0,Weekend,Spring
2023-04-09 18:45:00,2023,4,9,18,Sunday,Site_C,Wind,46.64,46.64,-0.54,65.06,8.78,Weekend,Spring
2023-04-10 06:15:00,2023,4,10,6,Monday,Site_A,Solar,39.97,39.97,19.01,37.57,0.0,Weekday,Spring
2023-04-10 11:45:00,2023,4,10,11,Monday,Site_C,Solar,52.88,52.88,27.82,53.02,0.0,Weekday,Spring
2023-04-10 14:45:00,2023,4,10,14,Monday,Site_C,Wind,36.55,36.55,26.45,64.405,8.4,Weekday,Spring
2023-04-10 18:00:00,2023,4,10,18,Monday,Site_B,Solar,42.2,42.2,26.43,75.79,0.0,Weekday,Spring
2023-04-10 18:15:00,2023,4,10,18,Monday,Site_B,Wind,49.5,49.5,13.97,73.99666666666667,8.4,Weekday,Spring
2023-04-10 18:30:00,2023,4,10,18,Monday,Site_A,Wind,36.87,36.87,21.21,72.20333333333333,7.67,Weekday,Spring
2023-04-11 10:00:00,2023,4,11,10,Tuesday,Site_A,Solar,39.73,39.73,23.89,70.41,0.0,Weekday,Spring
2023-04-11 10:45:00,2023,4,11,10,Tuesday,Site_B,Solar,66.9,66.9,25.96,26.01,0.0,Weekday,Spring
2023-04-11 15:30:00,2023,4,11,15,Tuesday,Site_C,Solar,4.55,4.55,14.5,94.19,0.0,Weekday,Spring
2023-04-11 15:30:00,2023,4,11,15,Tuesday,Site_C,Wind,47.77,47.77,19.78,85.954,8.58,Weekday,Spring
2023-04-11 16:00:00,2023,4,11,16,Tuesday,Site_B,Wind,54.57,54.57,31.74,77.71799999999999,8.13,Weekday,Spring
2023-04-11 17:45:00,2023,4,11,17,Tuesday,Site_A,Wind,42.17,42.17,15.49,69.482,10.95,Weekday,Spring
2023-04-12 07:45:00,2023,4,12,7,Wednesday,Site_B,Wind,42.38,42.38,14.66,61.245999999999995,7.91,Weekday,Spring
2023-04-12 08:30:00,2023,4,12,8,Wednesday,Site_A,Solar,38.54,38.54,24.43,53.01,0.0,Weekday,Spring
2023-04-12 09:15:00,2023,4,12,9,Wednesday,Site_C,Solar,73.35,73.35,28.56,36.5,0.0,Weekday,Spring
2023-04-12 13:30:00,2023,4,12,13,Wednesday,Site_A,Wind,22.18,22.18,18.97,52.04333333333333,5.48,Weekday,Spring
2023-04-12 13:45:00,2023,4,12,13,Wednesday,Site_C,Wind,50.52,50.52,36.79,67.58666666666666,10.91,Weekday,Spring
2023-04-12 16:00:00,2023,4,12,16,Wednesday,Site_B,Solar,24.42,24.42,21.71,83.13,0.0,Weekday,Spring
2023-04-13 09:00:00,2023,4,13,9,Thursday,Site_C,Solar,78.81,78.81,16.02,0.78,0.0,Weekday,Spring
2023-04-13 10:00:00,2023,4,13,10,Thursday,Site_A,Solar,85.0,85.0,29.04,10.02,0.0,Weekday,Spring
2023-04-13 11:15:00,2023,4,13,11,Thursday,Site_A,Wind,48.83,48.83,9.06,29.13666666666667,8.86,Weekday,Spring
2023-04-13 12:30:00,2023,4,13,12,Thursday,Site_C,Wind,28.06,28.06,12.69,48.253333333333345,6.05,Weekday,Spring
2023-04-13 14:00:00,2023,4,13,14,Thursday,Site_B,Solar,32.78,32.78,22.88,67.37,0.0,Weekday,Spring
2023-04-13 16:00:00,2023,4,13,16,Thursday,Site_B,Wind,36.85,36.85,11.83,57.45,5.84,Weekday,Spring
2023-04-14 07:15:00,2023,4,14,7,Friday,Site_A,Solar,56.36,56.36,28.66,47.53,0.0,Weekday,Spring
2023-04-14 12:15:00,2023,4,14,12,Friday,Site_B,Solar,72.32,72.32,30.24,19.28,0.0,Weekday,Spring
2023-04-14 13:00:00,2023,4,14,13,Friday,Site_A,Wind,24.92,24.92,6.08,30.145000000000003,6.52,Weekday,Spring
2023-04-14 14:00:00,2023,4,14,14,Friday,Site_C,Wind,46.08,46.08,14.01,41.010000000000005,9.75,Weekday,Spring
2023-04-14 15:00:00,2023,4,14,15,Friday,Site_B,Wind,49.83,49.83,18.41,51.875,10.0,Weekday,Spring
2023-04-14 16:15:00,2023,4,14,16,Friday,Site_C,Solar,41.15,41.15,21.33,62.74,0.0,Weekday,Spring
2023-04-15 10:15:00,2023,4,15,10,Saturday,Site_A,Solar,21.35,21.35,32.99,97.94,0.0,Weekend,Spring
2023-04-15 11:15:00,2023,4,15,11,Saturday,Site_A,Wind,3.6,3.6,20.13,89.845,1.09,Weekend,Spring
2023-04-15 11:45:00,2023,4,15,11,Saturday,Site_C,Solar,32.46,32.46,25.38,81.75,0.0,Weekend,Spring
2023-04-15 16:30:00,2023,4,15,16,Saturday,Site_C,Wind,45.6,45.6,11.42,69.98,8.3,Weekend,Spring
2023-04-15 17:15:00,2023,4,15,17,Saturday,Site_B,Wind,28.39,28.39,13.34,58.209999999999994,7.84,Weekend,Spring
2023-04-15 17:45:00,2023,4,15,17,Saturday,Site_B,Solar,56.68,56.68,25.04,46.44,0.0,Weekend,Spring
2023-04-16 08:15:00,2023,4,16,8,Sunday,Site_B,Solar,54.25,54.25,25.78,49.58,0.0,Weekend,Spring
2023-04-16 10:15:00,2023,4,16,10,Sunday,Site_C,Solar,14.41,14.41,24.71,93.04,0.0,Weekend,Spring
2023-04-16 12:30:00,2023,4,16,12,Sunday,Site_A,Solar,32.15,32.15,14.48,50.78,0.0,Weekend,Spring
2023-04-16 13:00:00,2023,4,16,13,Sunday,Site_C,Wind,41.12,41.12,9.85,57.730000000000004,10.66,Weekend,Spring
2023-04-16 14:00:00,2023,4,16,14,Sunday,Site_A,Wind,28.52,28.52,29.3,64.68,6.08,Weekend,Spring
2023-04-16 14:15:00,2023,4,16,14,Sunday,Site_B,Wind,20.82,20.82,17.79,71.63,7.22,Weekend,Spring
2023-04-17 06:30:00,2023,4,17,6,Monday,Site_B,Solar,45.38,45.38,36.39,78.58,0.0,Weekday,Spring
2023-04-17 08:15:00,2023,4,17,8,Monday,Site_A,Wind,52.4,52.4,3.8,82.05333333333333,8.82,Weekday,Spring
2023-04-17 12:15:00,2023,4,17,12,Monday,Site_C,Wind,43.46,43.46,11.92,85.52666666666667,7.63,Weekday,Spring
2023-04-17 13:45:00,2023,4,17,13,Monday,Site_A,Solar,18.88,18.88,24.07,89.0,0.0,Weekday,Spring
2023-04-17 18:00:00,2023,4,17,18,Monday,Site_C,Solar,64.24,64.24,19.84,29.63,0.0,Weekday,Spring
2023-04-17 18:45:00,2023,4,17,18,Monday,Site_B,Wind,30.96,30.96,6.36,42.065,7.0,Weekday,Spring
2023-04-18 06:45:00,2023,4,18,6,Tuesday,Site_A,Solar,59.67,59.67,31.44,54.5,0.0,Weekday,Spring
2023-04-18 07:00:00,2023,4,18,7,Tuesday,Site_B,Wind,69.77,69.77,23.78,49.445,8.56,Weekday,Spring
2023-04-18 08:45:00,2023,4,18,8,Tuesday,Site_C,Solar,56.04,56.04,28.66,44.39,0.0,Weekday,Spring
2023-04-18 09:00:00,2023,4,18,9,Tuesday,Site_B,Solar,65.84,65.84,18.82,22.39,0.0,Weekday,Spring
2023-04-18 09:30:00,2023,4,18,9,Tuesday,Site_A,Wind,36.99,36.99,15.1,27.596,7.54,Weekday,Spring
2023-04-18 18:00:00,2023,4,18,18,Tuesday,Site_C,Wind,25.18,25.18,18.77,32.802,5.14,Weekday,Spring
2023-04-19 09:00:00,2023,4,19,9,Wednesday,Site_C,Wind,39.39,39.39,17.68,38.008,7.85,Weekday,Spring
2023-04-19 10:45:00,2023,4,19,10,Wednesday,Site_B,Wind,50.81,50.81,10.19,43.214,10.07,Weekday,Spring
2023-04-19 11:15:00,2023,4,19,11,Wednesday,Site_A,Solar,53.89,53.89,28.58,48.42,0.0,Weekday,Spring
2023-04-19 15:45:00,2023,4,19,15,Wednesday,Site_A,Wind,32.58,32.58,31.76,69.00999999999999,6.66,Weekday,Spring
2023-04-19 17:00:00,2023,4,19,17,Wednesday,Site_C,Solar,23.58,23.58,33.12,89.6,0.0,Weekday,Spring
2023-04-19 18:30:00,2023,4,19,18,Wednesday,Site_B,Solar,40.51,40.51,35.93,83.16,0.0,Weekday,Spring
2023-04-20 07:15:00,2023,4,20,7,Thursday,Site_B,Solar,88.64,88.64,24.15,1.77,0.0,Weekday,Spring
2023-04-20 11:30:00,2023,4,20,11,Thursday,Site_B,Wind,27.65,27.65,9.31,21.615,6.38,Weekday,Spring
2023-04-20 14:15:00,2023,4,20,14,Thursday,Site_A,Solar,55.85,55.85,27.5,41.46,0.0,Weekday,Spring
2023-04-20 17:00:00,2023,4,20,17,Thursday,Site_C,Solar,30.73,30.73,29.14,86.18,0.0,Weekday,Spring
2023-04-20 17:45:00,2023,4,20,17,Thursday,Site_A,Wind,17.67,17.67,3.15,80.1825,6.3,Weekday,Spring
2023-04-20 18:00:00,2023,4,20,18,Thursday,Site_C,Wind,21.97,21.97,22.5,74.185,9.44,Weekday,Spring
2023-04-21 06:30:00,2023,4,21,6,Friday,Site_C,Wind,39.76,39.76,17.46,68.1875,6.75,Weekday,Spring
2023-04-21 09:45:00,2023,4,21,9,Friday,Site_B,Solar,39.3,39.3,30.61,62.19,0.0,Weekday,Spring
2023-04-21 13:45:00,2023,4,21,13,Friday,Site_A,Wind,32.29,32.29,14.85,47.269999999999996,6.96,Weekday,Spring
2023-04-21 16:15:00,2023,4,21,16,Friday,Site_B,Wind,40.68,40.68,13.69,32.349999999999994,9.02,Weekday,Spring
2023-04-21 17:30:00,2023,4,21,17,Friday,Site_A,Solar,64.92,64.92,14.63,17.43,0.0,Weekday,Spring
2023-04-21 18:45:00,2023,4,21,18,Friday,Site_C,Solar,83.47,83.47,28.65,2.5,0.0,Weekday,Spring
2023-04-22 06:30:00,2023,4,22,6,Saturday,Site_A,Solar,59.2,59.2,26.71,39.95,0.0,Weekend,Spring
2023-04-22 07:45:00,2023,4,22,7,Saturday,Site_A,Wind,16.52,16.52,13.1,69.275,5.74,Weekend,Spring
2023-04-22 08:00:00,2023,4,22,8,Saturday,Site_B,Solar,12.09,12.09,18.92,98.6,0.0,Weekend,Spring
2023-04-22 10:00:00,2023,4,22,10,Saturday,Site_C,Wind,39.17,39.17,15.14,69.08999999999999,7.81,Weekend,Spring
2023-04-22 16:15:00,2023,4,22,16,Saturday,Site_B,Wind,25.88,25.88,7.15,39.57999999999999,8.49,Weekend,Spring
2023-04-22 17:45:00,2023,4,22,17,Saturday,Site_C,Solar,75.88,75.88,28.55,10.07,0.0,Weekend,Spring
2023-04-23 07:00:00,2023,4,23,7,Sunday,Site_B,Wind,53.86,53.86,22.33,16.95,9.77,Weekend,Spring
2023-04-23 12:00:00,2023,4,23,12,Sunday,Site_A,Wind,56.38,56.38,12.03,23.83,9.37,Weekend,Spring
2023-04-23 13:30:00,2023,4,23,13,Sunday,Site_B,Solar,62.82,62.82,23.47,30.71,0.0,Weekend,Spring
2023-04-23 15:15:00,2023,4,23,15,Sunday,Site_C,Solar,23.3,23.3,23.32,90.51,0.0,Weekend,Spring
2023-04-23 15:30:00,2023,4,23,15,Sunday,Site_A,Solar,51.53,51.53,24.31,42.37,0.0,Weekend,Spring
2023-04-23 18:00:00,2023,4,23,18,Sunday,Site_C,Wind,32.85,32.85,5.61,33.8075,7.28,Weekend,Spring
2023-04-24 07:30:00,2023,4,24,7,Monday,Site_B,Wind,34.24,34.24,26.25,25.244999999999997,7.22,Weekday,Spring
2023-04-24 08:30:00,2023,4,24,8,Monday,Site_A,Wind,43.1,43.1,13.57,16.682499999999997,8.7,Weekday,Spring
2023-04-24 09:00:00,2023,4,24,9,Monday,Site_C,Solar,82.17,82.17,24.9,8.12,0.0,Weekday,Spring
2023-04-24 09:45:00,2023,4,24,9,Monday,Site_A,Solar,22.54,22.54,28.72,86.93,0.0,Weekday,Spring
2023-04-24 11:15:00,2023,4,24,11,Monday,Site_C,Wind,46.13,46.13,17.02,55.35,9.27,Weekday,Spring
2023-04-24 16:15:00,2023,4,24,16,Monday,Site_B,Solar,72.86,72.86,25.16,23.77,0.0,Weekday,Spring
2023-04-25 07:00:00,2023,4,25,7,Tuesday,Site_B,Solar,72.31,72.31,28.05,33.64,0.0,Weekday,Spring
2023-04-25 14:15:00,2023,4,25,14,Tuesday,Site_B,Wind,24.41,24.41,4.11,50.425,6.75,Weekday,Spring
2023-04-25 14:45:00,2023,4,25,14,Tuesday,Site_C,Solar,35.77,35.77,26.0,67.21,0.0,Weekday,Spring
2023-04-25 15:00:00,2023,4,25,15,Tuesday,Site_A,Wind,30.61,30.61,13.46,65.71,8.47,Weekday,Spring
2023-04-25 15:15:00,2023,4,25,15,Tuesday,Site_C,Wind,40.24,40.24,15.71,64.21,6.58,Weekday,Spring
2023-04-25 16:00:00,2023,4,25,16,Tuesday,Site_A,Solar,27.45,27.45,19.11,62.71,0.0,Weekday,Spring
2023-04-26 09:00:00,2023,4,26,9,Wednesday,Site_A,Solar,77.0,77.0,25.21,3.21,0.0,Weekday,Spring
2023-04-26 12:15:00,2023,4,26,12,Wednesday,Site_C,Wind,47.45,47.45,15.95,8.274999999999999,9.8,Weekday,Spring
2023-04-26 13:00:00,2023,4,26,13,Wednesday,Site_B,Solar,76.27,76.27,26.67,13.34,0.0,Weekday,Spring
2023-04-26 13:15:00,2023,4,26,13,Wednesday,Site_A,Wind,37.23,37.23,22.26,31.773333333333333,8.54,Weekday,Spring
2023-04-26 15:00:00,2023,4,26,15,Wednesday,Site_B,Wind,48.86,48.86,25.35,50.20666666666666,10.32,Weekday,Spring
2023-04-26 15:15:00,2023,4,26,15,Wednesday,Site_C,Solar,27.13,27.13,20.03,68.64,0.0,Weekday,Spring
2023-04-27 07:00:00,2023,4,27,7,Thursday,Site_A,Solar,73.95,73.95,25.42,21.24,0.0,Weekday,Spring
2023-04-27 10:00:00,2023,4,27,10,Thursday,Site_C,Wind,40.74,40.74,18.54,16.113333333333333,6.62,Weekday,Spring
2023-04-27 10:45:00,2023,4,27,10,Thursday,Site_B,Wind,39.17,39.17,31.27,10.986666666666666,6.32,Weekday,Spring
2023-04-27 13:30:00,2023,4,27,13,Thursday,Site_C,Solar,89.34,89.34,24.91,5.86,0.0,Weekday,Spring
2023-04-27 13:45:00,2023,4,27,13,Thursday,Site_B,Solar,26.46,26.46,29.78,85.76,0.0,Weekday,Spring
2023-04-27 14:00:00,2023,4,27,14,Thursday,Site_A,Wind,29.57,29.57,7.52,92.81,6.11,Weekday,Spring
2023-04-28 06:15:00,2023,4,28,6,Friday,Site_B,Solar,8.18,8.18,15.9,99.86,0.0,Weekday,Spring
2023-04-28 06:30:00,2023,4,28,6,Friday,Site_C,Solar,41.6,41.6,18.04,43.31,0.0,Weekday,Spring
2023-04-28 09:00:00,2023,4,28,9,Friday,Site_A,Solar,64.72,64.72,25.42,21.55,0.0,Weekday,Spring
2023-04-28 10:30:00,2023,4,28,10,Friday,Site_B,Wind,23.22,23.22,10.06,29.675,4.37,Weekday,Spring
2023-04-28 12:30:00,2023,4,28,12,Friday,Site_C,Wind,50.19,50.19,26.93,37.8,9.58,Weekday,Spring
2023-04-28 14:15:00,2023,4,28,14,Friday,Site_A,Wind,25.28,25.28,10.0,45.925,6.81,Weekday,Spring
2023-04-29 08:00:00,2023,4,29,8,Saturday,Site_C,Wind,31.47,31.47,15.48,54.05,7.37,Weekend,Spring
2023-04-29 11:45:00,2023,4,29,11,Saturday,Site_A,Wind,47.27,47.27,12.58,62.175,7.09,Weekend,Spring
2023-04-29 13:30:00,2023,4,29,13,Saturday,Site_A,Solar,35.7,35.7,24.42,70.3,0.0,Weekend,Spring
2023-04-29 15:15:00,2023,4,29,15,Saturday,Site_B,Solar,74.48,74.48,29.45,18.27,0.0,Weekend,Spring
2023-04-29 15:45:00,2023,4,29,15,Saturday,Site_B,Wind,55.69,55.69,7.15,39.629999999999995,8.92,Weekend,Spring
2023-04-29 18:30:00,2023,4,29,18,Saturday,Site_C,Solar,45.63,45.63,21.17,60.99,0.0,Weekend,Spring
2023-04-30 07:30:00,2023,4,30,7,Sunday,Site_A,Wind,38.06,38.06,18.51,71.94,7.95,Weekend,Spring
2023-04-30 07:30:00,2023,4,30,7,Sunday,Site_C,Solar,25.03,25.03,27.0,82.89,0.0,Weekend,Spring
2023-04-30 10:45:00,2023,4,30,10,Sunday,Site_B,Wind,35.12,35.12,15.55,79.46333333333334,6.63,Weekend,Spring
2023-04-30 14:30:00,2023,4,30,14,Sunday,Site_C,Wind,26.94,26.94,16.41,76.03666666666666,7.94,Weekend,Spring
2023-04-30 18:15:00,2023,4,30,18,Sunday,Site_A,Solar,41.08,41.08,30.14,72.61,0.0,Weekend,Spring
2023-04-30 18:30:00,2023,4,30,18,Sunday,Site_B,Solar,62.96,62.96,26.24,31.45,0.0,Weekend,Spring
2023-05-01 07:30:00,2023,5,1,7,Monday,Site_A,Wind,40.75,40.75,15.32,35.18,6.26,Weekday,Spring
2023-05-01 10:30:00,2023,5,1,10,Monday,Site_B,Solar,51.38,51.38,19.63,38.91,0.0,Weekday,Spring
2023-05-01 13:45:00,2023,5,1,13,Monday,Site_A,Solar,34.95,34.95,19.85,60.34,0.0,Weekday,Spring
2023-05-01 14:15:00,2023,5,1,14,Monday,Site_C,Solar,47.53,47.53,22.6,55.76,0.0,Weekday,Spring
2023-05-01 15:00:00,2023,5,1,15,Monday,Site_B,Wind,39.61,39.61,15.57,56.144,7.96,Weekday,Spring
2023-05-01 18:45:00,2023,5,1,18,Monday,Site_C,Wind,41.77,41.77,32.78,56.528,10.91,Weekday,Spring
2023-05-02 08:00:00,2023,5,2,8,Tuesday,Site_A,Wind,58.56,58.56,5.17,56.912,9.04,Weekday,Spring
2023-05-02 10:00:00,2023,5,2,10,Tuesday,Site_C,Wind,31.68,31.68,10.87,57.296,5.36,Weekday,Spring
2023-05-02 13:00:00,2023,5,2,13,Tuesday,Site_A,Solar,46.62,46.62,24.8,57.68,0.0,Weekday,Spring
2023-05-02 13:45:00,2023,5,2,13,Tuesday,Site_B,Wind,27.52,27.52,18.64,37.115,8.58,Weekday,Spring
2023-05-02 16:15:00,2023,5,2,16,Tuesday,Site_B,Solar,73.2,73.2,24.33,16.55,0.0,Weekday,Spring
2023-05-02 17:15:00,2023,5,2,17,Tuesday,Site_C,Solar,64.8,64.8,33.37,40.27,0.0,Weekday,Spring
2023-05-03 08:00:00,2023,5,3,8,Wednesday,Site_A,Wind,47.83,47.83,20.72,37.30500000000001,9.13,Weekday,Spring
2023-05-03 08:30:00,2023,5,3,8,Wednesday,Site_A,Solar,53.61,53.61,17.09,34.34,0.0,Weekday,Spring
2023-05-03 10:45:00,2023,5,3,10,Wednesday,Site_B,Wind,39.19,39.19,11.95,36.25666666666667,9.33,Weekday,Spring
2023-05-03 11:30:00,2023,5,3,11,Wednesday,Site_C,Wind,39.74,39.74,14.51,38.17333333333334,8.54,Weekday,Spring
2023-05-03 13:30:00,2023,5,3,13,Wednesday,Site_B,Solar,52.0,52.0,18.1,40.09,0.0,Weekday,Spring
2023-05-03 15:00:00,2023,5,3,15,Wednesday,Site_C,Solar,26.4,26.4,23.71,76.11,0.0,Weekday,Spring
2023-05-04 06:30:00,2023,5,4,6,Thursday,Site_B,Wind,19.21,19.21,14.9,60.53,7.72,Weekday,Spring
2023-05-04 12:15:00,2023,5,4,12,Thursday,Site_C,Wind,50.93,50.93,15.68,44.95,9.3,Weekday,Spring
2023-05-04 15:15:00,2023,5,4,15,Thursday,Site_C,Solar,56.66,56.66,25.75,29.37,0.0,Weekday,Spring
2023-05-04 16:45:00,2023,5,4,16,Thursday,Site_A,Wind,32.64,32.64,10.21,61.7,8.43,Weekday,Spring
2023-05-04 17:45:00,2023,5,4,17,Thursday,Site_B,Solar,28.09,28.09,23.63,94.03,0.0,Weekday,Spring
2023-05-04 18:30:00,2023,5,4,18,Thursday,Site_A,Solar,56.64,56.64,28.45,48.25,0.0,Weekday,Spring
2023-05-05 09:45:00,2023,5,5,9,Friday,Site_A,Solar,60.42,60.42,27.18,41.57,0.0,Weekday,Spring
2023-05-05 12:00:00,2023,5,5,12,Friday,Site_B,Wind,47.84,47.84,18.18,60.135000000000005,8.66,Weekday,Spring
2023-05-05 12:45:00,2023,5,5,12,Friday,Site_B,Solar,35.25,35.25,26.96,78.7,0.0,Weekday,Spring
2023-05-05 14:00:00,2023,5,5,14,Friday,Site_C,Wind,32.45,32.45,15.35,66.65,6.06,Weekday,Spring
2023-05-05 14:30:00,2023,5,5,14,Friday,Site_C,Solar,38.87,38.87,17.09,54.6,0.0,Weekday,Spring
2023-05-05 16:15:00,2023,5,5,16,Friday,Site_A,Wind,53.37,53.37,20.91,54.63333333333333,10.79,Weekday,Spring
2023-05-06 06:00:00,2023,5,6,6,Saturday,Site_A,Wind,29.98,29.98,20.1,54.66666666666667,6.21,Weekend,Spring
2023-05-06 07:00:00,2023,5,6,7,Saturday,Site_A,Solar,33.41,33.41,27.4,54.7,0.0,Weekend,Spring
2023-05-06 08:45:00,2023,5,6,8,Saturday,Site_B,Wind,62.55,62.55,10.39,47.28,9.45,Weekend,Spring
2023-05-06 12:30:00,2023,5,6,12,Saturday,Site_C,Solar,50.1,50.1,22.13,39.86,0.0,Weekend,Spring
2023-05-06 18:30:00,2023,5,6,18,Saturday,Site_B,Solar,77.57,77.57,21.54,5.33,0.0,Weekend,Spring
2023-05-06 18:45:00,2023,5,6,18,Saturday,Site_C,Wind,30.06,30.06,18.75,28.980000000000004,6.07,Weekend,Spring
2023-05-07 06:45:00,2023,5,7,6,Sunday,Site_A,Wind,46.48,46.48,12.15,52.63,8.4,Weekend,Spring
2023-05-07 07:00:00,2023,5,7,7,Sunday,Site_C,Wind,43.1,43.1,13.52,76.28,5.86,Weekend,Spring
2023-05-07 07:15:00,2023,5,7,7,Sunday,Site_B,Solar,19.71,19.71,29.54,99.93,0.0,Weekend,Spring
2023-05-07 12:00:00,2023,5,7,12,Sunday,Site_A,Solar,78.34,78.34,30.17,27.07,0.0,Weekend,Spring
2023-05-07 14:30:00,2023,5,7,14,Sunday,Site_C,Solar,58.83,58.83,24.38,30.84,0.0,Weekend,Spring
2023-05-07 16:00:00,2023,5,7,16,Sunday,Site_B,Wind,44.25,44.25,15.86,32.465,7.31,Weekend,Spring
2023-05-08 09:15:00,2023,5,8,9,Monday,Site_C,Solar,67.71,67.71,27.59,34.09,0.0,Weekday,Spring
2023-05-08 10:45:00,2023,5,8,10,Monday,Site_A,Solar,30.03,30.03,28.73,88.45,0.0,Weekday,Spring
2023-05-08 11:45:00,2023,5,8,11,Monday,Site_C,Wind,30.96,30.96,11.3,78.035,5.29,Weekday,Spring
2023-05-08 13:15:00,2023,5,8,13,Monday,Site_B,Solar,46.02,46.02,36.38,67.62,0.0,Weekday,Spring
2023-05-08 14:45:00,2023,5,8,14,Monday,Site_A,Wind,35.29,35.29,17.28,70.906,9.66,Weekday,Spring
2023-05-08 18:15:00,2023,5,8,18,Monday,Site_B,Wind,29.79,29.79,9.03,74.19200000000001,9.41,Weekday,Spring
2023-05-09 07:00:00,2023,5,9,7,Tuesday,Site_A,Wind,54.4,54.4,14.92,77.47800000000001,8.96,Weekday,Spring
2023-05-09 09:30:00,2023,5,9,9,Tuesday,Site_C,Wind,53.48,53.48,7.09,80.764,9.67,Weekday,Spring
2023-05-09 10:00:00,2023,5,9,10,Tuesday,Site_B,Solar,26.44,26.44,25.69,84.05,0.0,Weekday,Spring
2023-05-09 12:00:00,2023,5,9,12,Tuesday,Site_A,Solar,40.3,40.3,20.65,54.35,0.0,Weekday,Spring
2023-05-09 16:30:00,2023,5,9,16,Tuesday,Site_C,Solar,16.24,16.24,24.08,88.34,0.0,Weekday,Spring
2023-05-09 17:30:00,2023,5,9,17,Tuesday,Site_B,Wind,64.34,64.34,35.43,61.150000000000006,8.67,Weekday,Spring
2023-05-10 11:15:00,2023,5,10,11,Wednesday,Site_B,Solar,59.9,59.9,24.54,33.96,0.0,Weekday,Spring
2023-05-10 11:45:00,2023,5,10,11,Wednesday,Site_A,Solar,73.15,73.15,26.37,16.04,0.0,Weekday,Spring
2023-05-10 14:45:00,2023,5,10,14,Wednesday,Site_C,Wind,44.17,44.17,21.82,24.78,7.75,Weekday,Spring
2023-05-10 16:30:00,2023,5,10,16,Wednesday,Site_C,Solar,65.8,65.8,28.97,33.52,0.0,Weekday,Spring
2023-05-10 18:00:00,2023,5,10,18,Wednesday,Site_A,Wind,36.23,36.23,0.48,42.28666666666667,8.33,Weekday,Spring
2023-05-10 18:30:00,2023,5,10,18,Wednesday,Site_B,Wind,57.19,57.19,15.11,51.053333333333335,10.85,Weekday,Spring
2023-05-11 06:30:00,2023,5,11,6,Thursday,Site_B,Solar,33.29,33.29,21.17,59.82,0.0,Weekday,Spring
2023-05-11 10:15:00,2023,5,11,10,Thursday,Site_B,Wind,17.79,17.79,7.1,45.915,6.05,Weekday,Spring
2023-05-11 11:15:00,2023,5,11,11,Thursday,Site_C,Wind,24.3,24.3,6.08,32.010000000000005,6.13,Weekday,Spring
2023-05-11 12:30:00,2023,5,11,12,Thursday,Site_A,Wind,48.91,48.91,13.95,18.105000000000004,7.46,Weekday,Spring
2023-05-11 15:00:00,2023,5,11,15,Thursday,Site_A,Solar,82.57,82.57,22.48,4.2,0.0,Weekday,Spring
2023-05-11 17:30:00,2023,5,11,17,Thursday,Site_C,Solar,26.38,26.38,26.55,85.48,0.0,Weekday,Spring
2023-05-12 06:00:00,2023,5,12,6,Friday,Site_B,Solar,33.2,33.2,27.75,74.0,0.0,Weekday,Spring
2023-05-12 10:15:00,2023,5,12,10,Friday,Site_A,Solar,60.59,60.59,22.93,38.16,0.0,Weekday,Spring
2023-05-12 12:15:00,2023,5,12,12,Friday,Site_C,Wind,54.16,54.16,2.03,50.465,7.46,Weekday,Spring
