,datetime,year,month,day,hour,day_of_week,site,energy_type,energy_generated_mwh,capacity_utilization_%,temperature_c,cloud_cover_%,wind_speed_m_s,day_type,season,quarter,days
1332,2023-08-11 06:15:00,2023,8,11,6,Friday,Site_C,Solar,47.54,47.54,21.16,42.99,0.0,Weekday,Summer,3,11
1333,2023-08-11 12:30:00,2023,8,11,12,Friday,Site_A,Solar,27.23,27.23,27.78,87.01,0.0,Weekday,Summer,3,11
1334,2023-08-11 13:30:00,2023,8,11,13,Friday,Site_A,Wind,21.94,21.94,1.67,79.73,7.26,Weekday,Summer,3,11
1335,2023-08-11 16:30:00,2023,8,11,16,Friday,Site_C,Wind,28.64,28.64,10.77,72.45,6.49,Weekday,Summer,3,11
1336,2023-08-11 16:45:00,2023,8,11,16,Friday,Site_B,Wind,46.56,46.56,27.06,65.17,9.53,Weekday,Summer,3,11
1337,2023-08-11 17:45:00,2023,8,11,17,Friday,Site_B,Solar,37.79,37.79,22.83,57.89,0.0,Weekday,Summer,3,11
1338,2023-08-12 06:15:00,2023,8,12,6,Saturday,Site_B,Wind,40.89,40.89,13.39,61.025,7.18,Weekend,Summer,3,12
1339,2023-08-12 07:30:00,2023,8,12,7,Saturday,Site_A,Solar,34.51,34.51,22.76,64.16,0.0,Weekend,Summer,3,12
1340,2023-08-12 09:45:00,2023,8,12,9,Saturday,Site_C,Solar,85.02,85.02,25.68,0.57,0.0,Weekend,Summer,3,12
1341,2023-08-12 10:45:00,2023,8,12,10,Saturday,Site_B,Solar,17.28,17.28,13.96,81.82,0.0,Weekend,Summer,3,12
1342,2023-08-12 14:00:00,2023,8,12,14,Saturday,Site_C,Wind,40.25,40.25,14.63,65.9375,7.51,Weekend,Summer,3,12
1343,2023-08-12 15:45:00,2023,8,12,15,Saturday,Site_A,Wind,59.38,59.38,6.5,50.05499999999999,8.31,Weekend,Summer,3,12
1344,2023-08-13 06:00:00,2023,8,13,6,Sunday,Site_C,Wind,33.51,33.51,13.03,34.1725,9.58,Weekend,Summer,3,13
1345,2023-08-13 06:45:00,2023,8,13,6,Sunday,Site_B,Solar,73.7,73.7,30.11,18.29,0.0,Weekend,Summer,3,13
1346,2023-08-13 09:45:00,2023,8,13,9,Sunday,Site_B,Wind,45.42,45.42,13.67,32.655,7.25,Weekend,Summer,3,13
1347,2023-08-13 10:15:00,2023,8,13,10,Sunday,Site_C,Solar,55.14,55.14,22.13,47.02,0.0,Weekend,Summer,3,13
1348,2023-08-13 16:15:00,2023,8,13,16,Sunday,Site_A,Wind,60.97,60.97,15.3,73.11,9.52,Weekend,Summer,3,13
1349,2023-08-13 18:00:00,2023,8,13,18,Sunday,Site_A,Solar,4.56,4.56,24.28,99.2,0.0,Weekend,Summer,3,13
1350,2023-08-14 07:00:00,2023,8,14,7,Monday,Site_C,Wind,11.09,11.09,8.05,95.2,3.36,Weekday,Summer,3,14
1351,2023-08-14 07:45:00,2023,8,14,7,Monday,Site_B,Wind,25.69,25.69,15.69,91.2,5.14,Weekday,Summer,3,14
1352,2023-08-14 12:15:00,2023,8,14,12,Monday,Site_A,Solar,27.14,27.14,27.9,87.2,0.0,Weekday,Summer,3,14
1353,2023-08-14 13:30:00,2023,8,14,13,Monday,Site_C,Solar,51.13,51.13,26.69,47.68,0.0,Weekday,Summer,3,14
1354,2023-08-14 14:45:00,2023,8,14,14,Monday,Site_A,Wind,23.74,23.74,24.88,35.09,4.1,Weekday,Summer,3,14
1355,2023-08-14 17:00:00,2023,8,14,17,Monday,Site_B,Solar,66.66,66.66,21.86,22.5,0.0,Weekday,Summer,3,14
1356,2023-08-15 06:00:00,2023,8,15,6,Tuesday,Site_C,Wind,39.35,39.35,16.42,28.17,7.96,Weekday,Summer,3,15
1357,2023-08-15 08:15:00,2023,8,15,8,Tuesday,Site_A,Wind,31.53,31.53,4.74,33.84,5.67,Weekday,Summer,3,15
1358,2023-08-15 11:15:00,2023,8,15,11,Tuesday,Site_B,Solar,49.42,49.42,16.15,39.51,0.0,Weekday,Summer,3,15
1359,2023-08-15 12:30:00,2023,8,15,12,Tuesday,Site_A,Solar,81.11,81.11,25.1,13.26,0.0,Weekday,Summer,3,15
1360,2023-08-15 16:45:00,2023,8,15,16,Tuesday,Site_C,Solar,69.4,69.4,23.08,17.71,0.0,Weekday,Summer,3,15
1361,2023-08-15 18:15:00,2023,8,15,18,Tuesday,Site_B,Wind,45.74,45.74,17.57,27.035,11.71,Weekday,Summer,3,15
1362,2023-08-16 06:30:00,2023,8,16,6,Wednesday,Site_A,Solar,63.66,63.66,24.91,36.36,0.0,Weekday,Summer,3,16
1363,2023-08-16 07:45:00,2023,8,16,7,Wednesday,Site_B,Solar,53.15,53.15,24.77,37.35,0.0,Weekday,Summer,3,16
1364,2023-08-16 08:15:00,2023,8,16,8,Wednesday,Site_C,Solar,18.44,18.44,31.95,99.32,0.0,Weekday,Summer,3,16
1365,2023-08-16 14:00:00,2023,8,16,14,Wednesday,Site_B,Wind,62.24,62.24,6.37,99.34666666666666,9.57,Weekday,Summer,3,16
1366,2023-08-16 14:30:00,2023,8,16,14,Wednesday,Site_C,Wind,34.44,34.44,5.51,99.37333333333332,9.85,Weekday,Summer,3,16
1367,2023-08-16 16:45:00,2023,8,16,16,Wednesday,Site_A,Wind,18.85,18.85,8.17,99.4,6.56,Weekday,Summer,3,16
1368,2023-08-17 06:45:00,2023,8,17,6,Thursday,Site_C,Wind,39.72,39.72,20.97,99.42666666666666,8.55,Weekday,Summer,3,17
1369,2023-08-17 07:15:00,2023,8,17,7,Thursday,Site_A,Wind,21.45,21.45,7.7,99.45333333333332,5.56,Weekday,Summer,3,17
1370,2023-08-17 09:30:00,2023,8,17,9,Thursday,Site_A,Solar,10.89,10.89,24.02,99.48,0.0,Weekday,Summer,3,17
1371,2023-08-17 15:00:00,2023,8,17,15,Thursday,Site_B,Solar,83.07,83.07,27.85,11.48,0.0,Weekday,Summer,3,17
1372,2023-08-17 15:30:00,2023,8,17,15,Thursday,Site_C,Solar,26.74,26.74,22.41,72.6,0.0,Weekday,Summer,3,17
1373,2023-08-17 16:45:00,2023,8,17,16,Thursday,Site_B,Wind,70.11,70.11,12.68,37.81,13.0,Weekday,Summer,3,17
1374,2023-08-18 06:45:00,2023,8,18,6,Friday,Site_B,Solar,72.8,72.8,20.09,3.02,0.0,Weekday,Summer,3,18
1375,2023-08-18 08:00:00,2023,8,18,8,Friday,Site_C,Solar,88.75,88.75,25.54,10.53,0.0,Weekday,Summer,3,18
1376,2023-08-18 09:45:00,2023,8,18,9,Friday,Site_A,Solar,84.22,84.22,25.15,5.17,0.0,Weekday,Summer,3,18
1377,2023-08-18 14:15:00,2023,8,18,14,Friday,Site_A,Wind,48.56,48.56,18.62,8.014,8.8,Weekday,Summer,3,18
1378,2023-08-18 16:45:00,2023,8,18,16,Friday,Site_B,Wind,37.56,37.56,5.17,10.858,8.99,Weekday,Summer,3,18
1379,2023-08-18 18:00:00,2023,8,18,18,Friday,Site_C,Wind,42.87,42.87,12.77,13.702,8.99,Weekday,Summer,3,18
1380,2023-08-19 06:00:00,2023,8,19,6,Saturday,Site_B,Wind,66.15,66.15,3.64,16.546,12.23,Weekend,Summer,3,19
1381,2023-08-19 09:45:00,2023,8,19,9,Saturday,Site_C,Solar,81.72,81.72,34.44,19.39,0.0,Weekend,Summer,3,19
1382,2023-08-19 11:30:00,2023,8,19,11,Saturday,Site_A,Wind,35.63,35.63,14.44,57.97,6.76,Weekend,Summer,3,19
1383,2023-08-19 14:15:00,2023,8,19,14,Saturday,Site_A,Solar,28.01,28.01,28.13,96.55,0.0,Weekend,Summer,3,19
1384,2023-08-19 14:45:00,2023,8,19,14,Saturday,Site_B,Solar,25.64,25.64,26.03,94.09,0.0,Weekend,Summer,3,19
1385,2023-08-19 15:15:00,2023,8,19,15,Saturday,Site_C,Wind,38.42,38.42,13.85,74.61,7.43,Weekend,Summer,3,19
1386,2023-08-20 08:00:00,2023,8,20,8,Sunday,Site_B,Wind,32.63,32.63,5.88,55.13,7.05,Weekend,Summer,3,20
1387,2023-08-20 09:45:00,2023,8,20,9,Sunday,Site_C,Wind,34.8,34.8,12.51,35.650000000000006,6.7,Weekend,Summer,3,20
1388,2023-08-20 11:15:00,2023,8,20,11,Sunday,Site_A,Solar,70.97,70.97,28.49,16.17,0.0,Weekend,Summer,3,20
1389,2023-08-20 11:30:00,2023,8,20,11,Sunday,Site_C,Solar,49.33,49.33,27.26,51.55,0.0,Weekend,Summer,3,20
1390,2023-08-20 15:00:00,2023,8,20,15,Sunday,Site_B,Solar,67.09,67.09,26.54,24.05,0.0,Weekend,Summer,3,20
1391,2023-08-20 18:00:00,2023,8,20,18,Sunday,Site_A,Wind,48.27,48.27,9.15,23.672,9.92,Weekend,Summer,3,20
1392,2023-08-21 06:00:00,2023,8,21,6,Monday,Site_B,Wind,35.58,35.58,10.21,23.294,7.78,Weekday,Summer,3,21
1393,2023-08-21 06:15:00,2023,8,21,6,Monday,Site_A,Wind,57.9,57.9,19.89,22.916,11.8,Weekday,Summer,3,21
1394,2023-08-21 09:45:00,2023,8,21,9,Monday,Site_C,Wind,59.84,59.84,29.69,22.538,7.93,Weekday,Summer,3,21
1395,2023-08-21 11:45:00,2023,8,21,11,Monday,Site_B,Solar,68.1,68.1,18.84,22.16,0.0,Weekday,Summer,3,21
1396,2023-08-21 12:15:00,2023,8,21,12,Monday,Site_C,Solar,34.76,34.76,27.29,75.66,0.0,Weekday,Summer,3,21
1397,2023-08-21 14:15:00,2023,8,21,14,Monday,Site_A,Solar,48.46,48.46,25.15,56.97,0.0,Weekday,Summer,3,21
1398,2023-08-22 06:45:00,2023,8,22,6,Tuesday,Site_C,Solar,30.37,30.37,16.26,65.67,0.0,Weekday,Summer,3,22
1399,2023-08-22 07:15:00,2023,8,22,7,Tuesday,Site_A,Solar,56.63,56.63,24.31,30.96,0.0,Weekday,Summer,3,22
1400,2023-08-22 07:45:00,2023,8,22,7,Tuesday,Site_B,Solar,10.85,10.85,24.47,92.21,0.0,Weekday,Summer,3,22
1401,2023-08-22 12:30:00,2023,8,22,12,Tuesday,Site_C,Wind,62.71,62.71,15.66,88.905,12.34,Weekday,Summer,3,22
1402,2023-08-22 13:45:00,2023,8,22,13,Tuesday,Site_B,Wind,67.83,67.83,28.6,85.6,13.2,Weekday,Summer,3,22
1403,2023-08-22 15:15:00,2023,8,22,15,Tuesday,Site_A,Wind,39.48,39.48,19.14,82.29499999999999,8.57,Weekday,Summer,3,22
1404,2023-08-23 08:15:00,2023,8,23,8,Wednesday,Site_B,Solar,31.47,31.47,26.49,78.99,0.0,Weekday,Summer,3,23
1405,2023-08-23 11:30:00,2023,8,23,11,Wednesday,Site_A,Wind,46.76,46.76,-2.55,61.315,10.57,Weekday,Summer,3,23
1406,2023-08-23 11:45:00,2023,8,23,11,Wednesday,Site_A,Solar,41.76,41.76,16.87,43.64,0.0,Weekday,Summer,3,23
1407,2023-08-23 12:15:00,2023,8,23,12,Wednesday,Site_B,Wind,57.33,57.33,15.98,56.35666666666667,13.71,Weekday,Summer,3,23
1408,2023-08-23 14:30:00,2023,8,23,14,Wednesday,Site_C,Wind,19.42,19.42,14.26,69.07333333333334,6.11,Weekday,Summer,3,23
1409,2023-08-23 15:15:00,2023,8,23,15,Wednesday,Site_C,Solar,30.73,30.73,23.58,81.79,0.0,Weekday,Summer,3,23
1410,2023-08-24 07:15:00,2023,8,24,7,Thursday,Site_B,Wind,27.9,27.9,10.45,55.42,8.15,Weekday,Summer,3,24
1411,2023-08-24 08:45:00,2023,8,24,8,Thursday,Site_A,Solar,79.4,79.4,40.49,29.05,0.0,Weekday,Summer,3,24
1412,2023-08-24 08:45:00,2023,8,24,8,Thursday,Site_A,Wind,43.06,43.06,13.19,31.51,9.31,Weekday,Summer,3,24
1413,2023-08-24 11:00:00,2023,8,24,11,Thursday,Site_B,Solar,61.27,61.27,27.55,33.97,0.0,Weekday,Summer,3,24
1414,2023-08-24 11:45:00,2023,8,24,11,Thursday,Site_C,Solar,20.74,20.74,26.48,93.6,0.0,Weekday,Summer,3,24
1415,2023-08-24 18:15:00,2023,8,24,18,Thursday,Site_C,Wind,12.64,12.64,13.33,81.5525,4.46,Weekday,Summer,3,24
1416,2023-08-25 06:15:00,2023,8,25,6,Friday,Site_A,Wind,38.57,38.57,27.73,69.505,8.93,Weekday,Summer,3,25
1417,2023-08-25 14:45:00,2023,8,25,14,Friday,Site_B,Wind,20.61,20.61,15.96,57.4575,7.02,Weekday,Summer,3,25
1418,2023-08-25 15:00:00,2023,8,25,15,Friday,Site_C,Solar,46.25,46.25,13.48,45.41,0.0,Weekday,Summer,3,25
1419,2023-08-25 16:45:00,2023,8,25,16,Friday,Site_B,Solar,87.68,87.68,30.89,4.22,0.0,Weekday,Summer,3,25
1420,2023-08-25 17:15:00,2023,8,25,17,Friday,Site_A,Solar,72.12,72.12,22.95,16.47,0.0,Weekday,Summer,3,25
1421,2023-08-25 18:45:00,2023,8,25,18,Friday,Site_C,Wind,64.12,64.12,12.47,54.21,11.07,Weekday,Summer,3,25
1422,2023-08-26 08:30:00,2023,8,26,8,Saturday,Site_C,Solar,19.27,19.27,26.09,91.95,0.0,Weekend,Summer,3,26
1423,2023-08-26 11:30:00,2023,8,26,11,Saturday,Site_A,Solar,39.68,39.68,38.52,80.12,0.0,Weekend,Summer,3,26
1424,2023-08-26 12:45:00,2023,8,26,12,Saturday,Site_C,Wind,49.1,49.1,9.11,79.38250000000001,11.07,Weekend,Summer,3,26
1425,2023-08-26 15:30:00,2023,8,26,15,Saturday,Site_B,Wind,33.43,33.43,25.09,78.64500000000001,7.1,Weekend,Summer,3,26
1426,2023-08-26 17:00:00,2023,8,26,17,Saturday,Site_A,Wind,58.46,58.46,13.39,77.9075,7.21,Weekend,Summer,3,26
1427,2023-08-26 18:15:00,2023,8,26,18,Saturday,Site_B,Solar,40.3,40.3,30.52,77.17,0.0,Weekend,Summer,3,26
1428,2023-08-27 10:00:00,2023,8,27,10,Sunday,Site_A,Solar,32.54,32.54,12.82,53.32,0.0,Weekend,Summer,3,27
1429,2023-08-27 10:00:00,2023,8,27,10,Sunday,Site_C,Wind,50.54,50.54,13.14,31.665,8.85,Weekend,Summer,3,27
1430,2023-08-27 15:00:00,2023,8,27,15,Sunday,Site_B,Solar,73.7,73.7,20.93,10.01,0.0,Weekend,Summer,3,27
1431,2023-08-27 16:45:00,2023,8,27,16,Sunday,Site_C,Solar,44.31,44.31,18.75,58.87,0.0,Weekend,Summer,3,27
1432,2023-08-27 17:15:00,2023,8,27,17,Sunday,Site_B,Wind,40.42,40.42,16.23,42.35666666666667,10.33,Weekend,Summer,3,27
1433,2023-08-27 17:45:00,2023,8,27,17,Sunday,Site_A,Wind,38.47,38.47,19.79,25.843333333333334,7.87,Weekend,Summer,3,27
1434,2023-08-28 06:30:00,2023,8,28,6,Monday,Site_B,Solar,78.13,78.13,19.43,9.33,0.0,Weekday,Summer,3,28
1435,2023-08-28 09:30:00,2023,8,28,9,Monday,Site_C,Solar,72.94,72.94,22.02,17.27,0.0,Weekday,Summer,3,28
1436,2023-08-28 10:30:00,2023,8,28,10,Monday,Site_B,Wind,27.55,27.55,23.38,32.4125,7.51,Weekday,Summer,3,28
1437,2023-08-28 17:15:00,2023,8,28,17,Monday,Site_C,Wind,30.67,30.67,3.28,47.55500000000001,9.0,Weekday,Summer,3,28
1438,2023-08-28 18:30:00,2023,8,28,18,Monday,Site_A,Wind,47.34,47.34,16.88,62.697500000000005,8.88,Weekday,Summer,3,28
1439,2023-08-28 18:45:00,2023,8,28,18,Monday,Site_A,Solar,39.92,39.92,25.17,77.84,0.0,Weekday,Summer,3,28
1440,2023-08-29 07:00:00,2023,8,29,7,Tuesday,Site_A,Wind,58.75,58.75,15.24,68.605,7.74,Weekday,Summer,3,29
1441,2023-08-29 07:30:00,2023,8,29,7,Tuesday,Site_B,Solar,42.49,42.49,25.8,59.37,0.0,Weekday,Summer,3,29
1442,2023-08-29 11:00:00,2023,8,29,11,Tuesday,Site_B,Wind,31.8,31.8,24.53,30.3,6.39,Weekday,Summer,3,29
1443,2023-08-29 12:45:00,2023,8,29,12,Tuesday,Site_A,Solar,78.73,78.73,24.45,1.23,0.0,Weekday,Summer,3,29
1444,2023-08-29 12:45:00,2023,8,29,12,Tuesday,Site_C,Wind,38.64,38.64,14.16,44.95,7.79,Weekday,Summer,3,29
1445,2023-08-29 15:30:00,2023,8,29,15,Tuesday,Site_C,Solar,25.26,25.26,23.82,88.67,0.0,Weekday,Summer,3,29
1446,2023-08-30 06:15:00,2023,8,30,6,Wednesday,Site_C,Wind,52.4,52.4,25.11,61.21333333333334,9.54,Weekday,Summer,3,30
1447,2023-08-30 07:00:00,2023,8,30,7,Wednesday,Site_A,Wind,44.93,44.93,20.74,33.75666666666667,10.58,Weekday,Summer,3,30
1448,2023-08-30 09:15:00,2023,8,30,9,Wednesday,Site_C,Solar,75.25,75.25,15.48,6.3,0.0,Weekday,Summer,3,30
1449,2023-08-30 12:15:00,2023,8,30,12,Wednesday,Site_B,Solar,21.19,21.19,25.92,98.2,0.0,Weekday,Summer,3,30
1450,2023-08-30 14:00:00,2023,8,30,14,Wednesday,Site_A,Solar,27.42,27.42,19.48,67.07,0.0,Weekday,Summer,3,30
1451,2023-08-30 15:15:00,2023,8,30,15,Wednesday,Site_B,Wind,47.74,47.74,12.06,49.245,9.07,Weekday,Summer,3,30
1452,2023-08-31 06:00:00,2023,8,31,6,Thursday,Site_C,Solar,53.78,53.78,17.53,31.42,0.0,Weekday,Summer,3,31
1453,2023-08-31 08:30:00,2023,8,31,8,Thursday,Site_B,Wind,17.69,17.69,6.62,56.415,4.12,Weekday,Summer,3,31
1454,2023-08-31 10:45:00,2023,8,31,10,Thursday,Site_B,Solar,30.29,30.29,26.79,81.41,0.0,Weekday,Summer,3,31
1455,2023-08-31 13:15:00,2023,8,31,13,Thursday,Site_C,Wind,31.82,31.82,0.13,85.85499999999999,5.56,Weekday,Summer,3,31
1456,2023-08-31 15:15:00,2023,8,31,15,Thursday,Site_A,Solar,15.95,15.95,18.86,90.3,0.0,Weekday,Summer,3,31
1457,2023-08-31 16:30:00,2023,8,31,16,Thursday,Site_A,Wind,40.11,40.11,10.86,89.61500000000001,8.0,Weekday,Summer,3,31
1458,2023-09-01 07:00:00,2023,9,1,7,Friday,Site_C,Solar,20.32,20.32,20.39,88.93,0.0,Weekday,Autumn,3,1
1459,2023-09-01 09:45:00,2023,9,1,9,Friday,Site_A,Wind,23.69,23.69,11.18,93.14,7.42,Weekday,Autumn,3,1
1460,2023-09-01 11:45:00,2023,9,1,11,Friday,Site_A,Solar,27.66,27.66,28.6,97.35,0.0,Weekday,Autumn,3,1
1461,2023-09-01 12:30:00,2023,9,1,12,Friday,Site_C,Wind,26.68,26.68,11.04,74.49666666666666,6.95,Weekday,Autumn,3,1
1462,2023-09-01 17:45:00,2023,9,1,17,Friday,Site_B,Wind,34.19,34.19,8.04,51.64333333333333,5.73,Weekday,Autumn,3,1
1463,2023-09-01 18:15:00,2023,9,1,18,Friday,Site_B,Solar,91.42,91.42,39.64,28.79,0.0,Weekday,Autumn,3,1
1464,2023-09-02 06:00:00,2023,9,2,6,Saturday,Site_B,Wind,24.36,24.36,8.15,48.55,6.94,Weekend,Autumn,3,2
1465,2023-09-02 07:00:00,2023,9,2,7,Saturday,Site_A,Wind,39.29,39.29,11.71,68.31,6.88,Weekend,Autumn,3,2
1466,2023-09-02 14:00:00,2023,9,2,14,Saturday,Site_A,Solar,21.01,21.01,26.22,88.07,0.0,Weekend,Autumn,3,2
1467,2023-09-02 14:45:00,2023,9,2,14,Saturday,Site_B,Solar,36.28,36.28,28.06,75.77,0.0,Weekend,Autumn,3,2
1468,2023-09-02 15:00:00,2023,9,2,15,Saturday,Site_C,Solar,34.33,34.33,18.09,56.35,0.0,Weekend,Autumn,3,2
1469,2023-09-02 18:30:00,2023,9,2,18,Saturday,Site_C,Wind,48.43,48.43,2.41,41.56666666666667,10.87,Weekend,Autumn,3,2
1470,2023-09-03 07:30:00,2023,9,3,7,Sunday,Site_C,Wind,49.46,49.46,23.6,26.78333333333333,8.33,Weekend,Autumn,3,3
1471,2023-09-03 09:30:00,2023,9,3,9,Sunday,Site_A,Solar,61.35,61.35,13.88,12.0,0.0,Weekend,Autumn,3,3
1472,2023-09-03 13:15:00,2023,9,3,13,Sunday,Site_B,Solar,41.14,41.14,23.5,53.2,0.0,Weekend,Autumn,3,3
1473,2023-09-03 15:30:00,2023,9,3,15,Sunday,Site_B,Wind,55.58,55.58,10.58,47.36,9.87,Weekend,Autumn,3,3
1474,2023-09-03 18:30:00,2023,9,3,18,Sunday,Site_A,Wind,41.62,41.62,11.37,41.52,7.89,Weekend,Autumn,3,3
1475,2023-09-03 18:45:00,2023,9,3,18,Sunday,Site_C,Solar,58.82,58.82,31.22,35.68,0.0,Weekend,Autumn,3,3
1476,2023-09-04 09:15:00,2023,9,4,9,Monday,Site_B,Solar,26.38,26.38,22.17,75.81,0.0,Weekday,Autumn,3,4
1477,2023-09-04 12:00:00,2023,9,4,12,Monday,Site_C,Solar,12.35,12.35,21.71,91.06,0.0,Weekday,Autumn,3,4
1478,2023-09-04 13:45:00,2023,9,4,13,Monday,Site_B,Wind,46.2,46.2,10.8,88.1,10.04,Weekday,Autumn,3,4
1479,2023-09-04 15:30:00,2023,9,4,15,Monday,Site_A,Wind,60.38,60.38,2.44,85.14,10.83,Weekday,Autumn,3,4
1480,2023-09-04 17:15:00,2023,9,4,17,Monday,Site_C,Wind,42.73,42.73,10.12,82.18,6.82,Weekday,Autumn,3,4
1481,2023-09-04 18:15:00,2023,9,4,18,Monday,Site_A,Solar,43.17,43.17,23.33,79.22,0.0,Weekday,Autumn,3,4
1482,2023-09-05 07:30:00,2023,9,5,7,Tuesday,Site_A,Solar,81.51,81.51,21.73,1.48,0.0,Weekday,Autumn,3,5
1483,2023-09-05 09:00:00,2023,9,5,9,Tuesday,Site_A,Wind,45.12,45.12,12.29,41.19499999999999,11.92,Weekday,Autumn,3,5
1484,2023-09-05 10:15:00,2023,9,5,10,Tuesday,Site_B,Solar,17.92,17.92,21.82,80.91,0.0,Weekday,Autumn,3,5
1485,2023-09-05 10:15:00,2023,9,5,10,Tuesday,Site_C,Wind,33.99,33.99,8.63,85.22333333333333,8.4,Weekday,Autumn,3,5
1486,2023-09-05 12:45:00,2023,9,5,12,Tuesday,Site_B,Wind,21.39,21.39,16.46,89.53666666666666,7.09,Weekday,Autumn,3,5
1487,2023-09-05 15:30:00,2023,9,5,15,Tuesday,Site_C,Solar,24.92,24.92,26.8,93.85,0.0,Weekday,Autumn,3,5
1488,2023-09-06 06:30:00,2023,9,6,6,Wednesday,Site_B,Wind,42.84,42.84,17.67,50.99,8.98,Weekday,Autumn,3,6
1489,2023-09-06 06:45:00,2023,9,6,6,Wednesday,Site_C,Solar,79.97,79.97,20.91,8.13,0.0,Weekday,Autumn,3,6
1490,2023-09-06 10:15:00,2023,9,6,10,Wednesday,Site_C,Wind,41.61,41.61,17.25,43.53000000000001,9.59,Weekday,Autumn,3,6
1491,2023-09-06 12:00:00,2023,9,6,12,Wednesday,Site_A,Solar,40.28,40.28,31.36,78.93,0.0,Weekday,Autumn,3,6
1492,2023-09-06 13:30:00,2023,9,6,13,Wednesday,Site_B,Solar,71.76,71.76,16.91,13.02,0.0,Weekday,Autumn,3,6
1493,2023-09-06 16:15:00,2023,9,6,16,Wednesday,Site_A,Wind,39.28,39.28,8.14,7.55,8.75,Weekday,Autumn,3,6
1494,2023-09-07 07:00:00,2023,9,7,7,Thursday,Site_A,Solar,67.85,67.85,12.98,2.08,0.0,Weekday,Autumn,3,7
1495,2023-09-07 07:30:00,2023,9,7,7,Thursday,Site_B,Wind,38.44,38.44,4.5,22.376666666666665,9.42,Weekday,Autumn,3,7
1496,2023-09-07 07:45:00,2023,9,7,7,Thursday,Site_A,Wind,28.81,28.81,24.75,42.67333333333333,6.49,Weekday,Autumn,3,7
1497,2023-09-07 09:30:00,2023,9,7,9,Thursday,Site_C,Solar,30.65,30.65,17.61,62.97,0.0,Weekday,Autumn,3,7
1498,2023-09-07 11:45:00,2023,9,7,11,Thursday,Site_C,Wind,43.8,43.8,26.71,62.92,9.16,Weekday,Autumn,3,7
1499,2023-09-07 14:15:00,2023,9,7,14,Thursday,Site_B,Solar,48.52,48.52,28.36,62.87,0.0,Weekday,Autumn,3,7
1500,2023-09-08 08:45:00,2023,9,8,8,Friday,Site_B,Wind,32.12,32.12,12.54,74.81,7.62,Weekday,Autumn,3,8
1501,2023-09-08 11:45:00,2023,9,8,11,Friday,Site_C,Wind,37.95,37.95,20.01,86.75,6.38,Weekday,Autumn,3,8
1502,2023-09-08 14:00:00,2023,9,8,14,Friday,Site_A,Solar,14.22,14.22,21.31,98.69,0.0,Weekday,Autumn,3,8
1503,2023-09-08 14:15:00,2023,9,8,14,Friday,Site_C,Solar,65.57,65.57,23.86,33.19,0.0,Weekday,Autumn,3,8
1504,2023-09-08 14:30:00,2023,9,8,14,Friday,Site_B,Solar,48.7,48.7,13.67,39.8,0.0,Weekday,Autumn,3,8
1505,2023-09-08 18:15:00,2023,9,8,18,Friday,Site_A,Wind,36.83,36.83,9.16,57.760000000000005,8.0,Weekday,Autumn,3,8
1506,2023-09-09 09:30:00,2023,9,9,9,Saturday,Site_C,Wind,44.91,44.91,22.57,75.72,8.48,Weekend,Autumn,3,9
1507,2023-09-09 09:45:00,2023,9,9,9,Saturday,Site_C,Solar,7.62,7.62,17.14,93.68,0.0,Weekend,Autumn,3,9
1508,2023-09-09 10:00:00,2023,9,9,10,Saturday,Site_B,Solar,24.0,24.0,27.25,82.56,0.0,Weekend,Autumn,3,9
1509,2023-09-09 12:00:00,2023,9,9,12,Saturday,Site_A,Wind,50.56,50.56,4.36,75.85333333333334,8.96,Weekend,Autumn,3,9
1510,2023-09-09 14:45:00,2023,9,9,14,Saturday,Site_B,Wind,34.69,34.69,22.05,69.14666666666666,6.68,Weekend,Autumn,3,9
1511,2023-09-09 14:45:00,2023,9,9,14,Saturday,Site_A,Solar,31.43,31.43,18.0,62.44,0.0,Weekend,Autumn,3,9
1512,2023-09-10 06:15:00,2023,9,10,6,Sunday,Site_A,Wind,32.93,32.93,22.64,68.39666666666666,7.8,Weekend,Autumn,3,10
1513,2023-09-10 08:30:00,2023,9,10,8,Sunday,Site_B,Wind,24.92,24.92,-2.66,74.35333333333334,5.33,Weekend,Autumn,3,10
1514,2023-09-10 09:30:00,2023,9,10,9,Sunday,Site_A,Solar,28.12,28.12,25.19,80.31,0.0,Weekend,Autumn,3,10
1515,2023-09-10 14:45:00,2023,9,10,14,Sunday,Site_B,Solar,46.92,46.92,24.65,42.67,0.0,Weekend,Autumn,3,10
1516,2023-09-10 14:45:00,2023,9,10,14,Sunday,Site_C,Solar,45.76,45.76,24.24,63.49,0.0,Weekend,Autumn,3,10
1517,2023-09-10 15:30:00,2023,9,10,15,Sunday,Site_C,Wind,32.92,32.92,22.42,59.8825,6.13,Weekend,Autumn,3,10
1518,2023-09-11 07:30:00,2023,9,11,7,Monday,Site_C,Wind,48.38,48.38,8.69,56.275000000000006,6.88,Weekday,Autumn,3,11
1519,2023-09-11 08:45:00,2023,9,11,8,Monday,Site_A,Wind,42.18,42.18,12.28,52.6675,8.81,Weekday,Autumn,3,11
1520,2023-09-11 09:15:00,2023,9,11,9,Monday,Site_B,Solar,55.72,55.72,24.12,49.06,0.0,Weekday,Autumn,3,11
1521,2023-09-11 09:45:00,2023,9,11,9,Monday,Site_C,Solar,73.33,73.33,33.36,21.67,0.0,Weekday,Autumn,3,11
